source,target,path_length
PAex9nk1d1M,QitlTST9BzM,51
ZUl1HOgRXkg,zlVeef7EO0g,42
GbfHjLVCJZU,tOVb9TgJ5NI,1000
JHkoZ7ngAM0,GlAiXdaUYJw,24
XsQfJj9i0WQ,CZqOdd7Ohqw,4
CZdEBpcaFyY,2W6IFkH6Mq4,44
5DrZlHABoOY,I5Lj3q38W5I,11
nojWJ6-XmeQ,a8Ye3cgVdhs,21
8kjERsSbNGo,v61zD2-FG0Y,1000
fOM2mFDmmow,yGrD9q0nq04,30
HJjQ8W9pc7o,59Vh26XmZDM,4
2-rrFe3FWK0,TFZsFqHUd1k,46
iZcKyUx4uLM,-Zr5sQoFgkg,32
ym7jFZT-nkE,YLoj42QczWs,5
ghL2rj6PdLE,O_C1i4qJpc4,38
BT1RjKC2Wbo,fqcTKjAEXDA,59
p3_Wc5yfod8,vCTDHKR7GuQ,1000
Kh9BSz1EXfw,v9ZML-wa1OU,39
fVoB3ReiCgE,ZmqGF6at2VY,4
zvlQM8HsxUI,CtfHFODV15Q,37
QxGoDaZRUuk,CddbI4q8ZEY,6
sZL8rNr7xSk,phs0VzyHWFQ,1000
h_yI1frYFqM,dmR9UyIKjnE,47
0Ctm0xkjOC8,cJd5127oXNI,20
KHtCQKpEQ0E,uoi-X3d_NFI,34
7wj8-HkZ0XQ,JVc0xLklMA0,29
hf83vymVwEk,XqPYRuBAbPk,9
weM5N8Wx9Vg,-oZoRnEezOo,54
6dn9Dg8AWAo,Iv9pnY6SL84,10
hzTZSghDfh0,BU6_2r4Hvis,21
MXC2aketPAU,7fSs--1Hr7Y,1000
vLl-2QG3HUs,RdcirRtraKo,39
CiqHBZT9LFs,n1eZKe3JcxA,34
4p0yHPeaIvE,BhtbDlf7lFM,2
o8TwIiWeDxc,-Zr5sQoFgkg,24
zWSfvF2sDGQ,JJRRELVZmZs,1000
Ui_il-VaNEc,JhXt4Sjb5kI,1000
nplIDC4tVTE,5Vbi0y8_mGs,1000
2Y_Jp6PxsSQ,qceR9oavNcg,45
fEgrRwlc-mU,sKyxmy0ZaJk,37
Kod3X4zB8K8,gTu3G0ZxVTI,7
JK0GZmMhQos,S0-A_cHG6tw,1000
9Y2GnabtN_o,ENwDh-LrodE,6
RLIyIRhq7sY,NzHXi9T39CE,43
77YNwWtENRw,q9xzFiWblJM,16
fli2JM3DZck,hVX1YnBElPY,32
Fa7BvVdJ938,SpSBCp1PQRc,14
IYRGtdLS7TI,0gD_c8AHl4w,7
OO1rhQojkiE,tCNVDTDLZCA,28
a5e_lp1QgSE,120ar94wIWg,18
yH1mRohsi8Q,9FIA5y0zK4Y,37
9F2OZHXD01c,YA1LTPrfj-w,1000
LM2a3qGsmOA,9zT6D-hSZKc,35
_YNTMfb_AGw,1Gpq_hK-8jo,69
Pkh5opBp6K4,uikgwR8YwfQ,11
vrkoL3bAbE4,C8tZNqqGTcU,35
icgZPrGHb6M,T0w9jcx-mvM,1000
LuLRIekTsMs,_gEOQfQt-X8,1000
zleeJ6o5m3E,LocwbdbOHdc,1000
-bstkFAZO-o,fW9fE61DkK0,1000
mG6oVyqtoT4,BK7POPsi8ek,7
iUQCiJaabeE,8fSVoiB0Df8,44
4hXVcCUoAH0,yRWOcMXmnY0,46
JzjnhpqWIPs,TMgv7yHyH38,5
uNcQTqN3H3M,GUkUcZtmG8g,14
0g6fh31XrPg,UzqEplADFgo,23
dUuUs3CEUSU,76SwgrzOOvs,1000
MG1tyAeCcvE,QxGoDaZRUuk,8
_XIuvoH6rUg,_KXK1hdQgH8,2
s6sqbaAb8yM,CJRbR6vJ1zo,1000
zF3DM1X7cqE,rAqJP6_fiNk,65
moOPrSW0qOc,3q6vlPymkc4,1000
lnKOCXGMd3M,-E1WQ5qtmLc,20
kDiFKleP5zk,d1tsGU3ix-g,42
fI6gXNfCt2c,IX7pptGtEf4,10
sUYAzNdHaGo,FpqLWyVfEQU,37
9nERTsb4hGM,dmPWIjzsC7E,1000
9Gqr5dnZCMg,bC7z_oqrfLg,26
x4NkSFMqvM0,6Ewr2x00mgg,41
f27megLOleQ,2lTx5v_b5kc,1000
oycXuwYd24g,fKBN8RBV0Dc,18
S2WGvUM3Sy0,FGSoHMJdxOM,1000
2hLZBIxHqEM,i206PLohBPc,41
kuncS_t_7js,jO7aj7T6ow4,1000
obiXDx6XU-c,wfq14HoZ2PU,1000
kAepMu6fqjs,RS1n4dNCH2w,1000
MC9DAAoaAWk,HIGRUozPRJo,6
xHsiI9B7Wd0,nukz3q-djUU,38
o6Aw3KDwaG4,4jCNC5d1lWE,10
PbmrJnEx0r4,sJkWWw5SouM,1000
N91rXNFgOd4,UBDAe_jsos0,9
q5eGlidHo4s,gDs-KyS-QI8,5
1RuwG4jeBN0,0GoH6bsq93c,52
XrfpxvCZTPI,ggnRbqcGAAA,6
HDRT27mIcAw,6npsdOgALlw,1000
RvvKG2gOJQU,4_6ISRkKUYg,1000
FsnNjgSt9-U,OLZdYxWwRTQ,3
iEf7JQszwX4,nPL1crhAlKg,1000
XhnRIuGZ_dc,7RipQMX2Hwg,70
KrXrXHFgHI0,3dyaLaX6TNs,28
f8GsA7SXZs8,dxk11s8iPhM,1000
Krs8EfReFJ0,M2O6P8Dn4hM,1000
6acfDqOLZZg,SyRLXD_isIs,1000
2sEgAHbXnig,SmV9VeHCgNg,8
k9eStkEUVj8,_GiK7uqCaUs,35
jDkAIEr-YME,g_dLLJXWYuA,43
Isu0wnC40Zo,4tT3fkZIojI,1000
pIEwvW8HgOk,2n_F4FGFxiI,44
vuFKFVK3X1Y,sLfjsgdN-6Q,1000
cq3KHxiM2gw,L5iy4VBy-Sg,31
zesjTEaLwLA,mFMt3BpUGH8,51
BMXunSOoLqY,MiusPzMw-Bg,11
ty9EHKIexMc,g8ikns5_hQs,1000
1ybu7Q5uK6k,0zw45mFfTY0,7
9_tqrAZYsyA,sc5CpXEkBys,53
OAr6dN2jfsw,8-GLLJPI6fI,1000
JPt-JQtOH28,G2MY3wcsRsg,18
D0kJs5pmwVc,2RWVlYBOBI8,44
WOdinSstsG4,PfZfwbF0Bfo,34
xvNgbKy3OiE,si_N8VRel6c,2
riYG1MKWg-g,zb4k33P9s-U,33
jmc21-Nhewg,amMfT_MVgus,15
kwzgb1Cq2kI,kckscF4XfHc,35
WLcwVdZgU2E,Th01MillzEc,1000
EbUNFTdwqR4,uWWG_TThRnk,1000
3koVOu0hy94,6aJpoV_K75c,16
xhidCMUH9EI,P-9PSNV7yBY,1000
6Ohx75f4l3A,0ffRHQL4rTw,40
69DJqVjzDxE,EMPBaGl6U2Q,9
r6Tokw1kx8I,Cr5W2mERkUs,1000
1E4DicZjH2Y,envJK13oNyc,31
sGrMTd3cYIw,plDE09S-oUo,68
L9qEpQF-gRw,w1OS7z9t_lE,39
g9e1alirMhc,NRHyDGp-wt4,36
D5Gl8iZj5DI,Yqdk3ayNmr4,1000
X4Pd7XKzHmc,qZu3CU0q30Q,1000
8-5zOT8qjx0,4PE-VLI8Bns,3
Vs_WtP63UBE,FYSWD5JRQ-I,6
nlA8QQooBfQ,JY_JcjhYUyQ,1000
ruh0TJJopn8,qCpbBVthD7o,14
cTP4yp8y_NA,bD4SNCgQxuM,37
JwW9L_qzqp8,7saqt_0nCdM,34
vOrbbKKXJOU,beyaroAuh5M,5
14IWA9EFHgw,ePTvIhH6i4k,1000
fsmus9E0Nxg,CrasKn8e5r8,38
t-_MoFmkQyI,g6KvIxfPXpI,18
VixRgU9b_Jk,5QsUQc1JZhY,9
mdwJZpZGwY0,EVqgHg2-v64,1000
A_uTVrNWW0Y,8lsHWFXMaXY,33
f2GwWNvNsH4,fyzvT3JV6Sw,8
F7Xan3REM8k,HX_mcRdSGoY,51
7YFuCNv662E,_pnS7Mh-ZVU,9
qdascVbzX9I,tstvRfUXjWk,55
mNYBBaNW2kE,Efu4A62dmeQ,1000
fHuCWw0lF0Y,W1_YoG7lqI4,38
BhDFhZMtPIE,LOFdO1Jfqeg,36
4yvhqKzKf9o,mn7WKY5kq1g,1000
oyoJbM_QOGM,yelYhZmuHK0,42
9mCduBYR-Qk,HjGFl32hKGw,1000
m38W_KoyOMs,77ey1aWDnyY,2
sXNd99IhdmA,XQwPPaI-pSs,61
gNwVMunjRj8,L5zuI7f6ZQE,58
PFVsvld0xS8,SpShK25U_VE,42
H1sHAX2F4PE,JwCLpewY0Vs,1000
d28GUvv6j3M,vOn2XeRcXA0,1000
gc2CbuQ0bGo,nypYVhnGbcQ,8
sHQEpNp2pIo,Tshkh7CI3D8,39
bEwJnr1XO5k,ShEkFsKL2BI,57
PDGFL0chuXY,3kdmoi1JVCo,1000
FniifzShTBA,0dgkfZewZhE,41
nQoH-IPRqQQ,ACxtzSbIyR4,3
zWD3Z-Ibptw,jrXuZVh8DnQ,56
16BvCAa44xg,V-yc_SSeH6A,31
l0pxORDnVlg,8HRl7Fw8_VQ,7
syCpvej36mo,pAYlivk80sc,33
Rr-2oIht2c8,wDy_i-_F9Gc,28
1o-XZjldFU8,KbkeH8qhICk,45
WkAUtjUf76c,cgN-YO_CVoQ,27
In7wXZRnWns,DulXmkpwBN4,38
lrxTuNzcRlc,T9FUjhD0_iE,7
lWUFF-66SNE,0zyvSNoiF6A,32
O9mEKMz2Pvo,uNcQTqN3H3M,1000
9ZfH2XVbI-s,6qYU1y7zvaE,46
pJnnSq4DPTA,iSyWPHXsijA,44
3E9JcYtQn3Y,dNXfStIzfcc,41
wddL90m9Png,mTNrV9hndg8,1000
1iVFjy0uruU,JZtm6U1jyKE,26
h8D_ng93eiE,DFrnKyShFBc,8
lFH9hN3K-Js,k9QdqrRFJNo,1000
qV_ZF3n49lU,hpHDZxDtW_0,1000
_7PwJ_8HF4g,rHNuJB86-bY,6
wWBcaHhaGUg,SfI22JfvxqU,1000
6tfae1Bd7HM,OLu5Mqzf3xk,17
t7x0Cn9s6pc,bEEzpmrOYRg,32
WS3REWjuY8M,0BBCGJNRg4w,1
8jijeEedd5o,4BzbnPYTYAM,1000
rwM3cwdYdjk,nmn00iI-DE8,8
BCGoUYsS5-0,WNf47vll0Ak,61
TJ1YTqedCJI,20dh2KlQddo,5
el9aYVROPMU,mp-Y8hWlMzY,7
9pvWtbJjlis,fHf3xBpRbZU,1000
hu5x8bS1m5w,GiD2UfCmlQ4,26
0z0cbMkOvY0,PmVEfnOzbPo,66
rgXEKVGV3-c,MDNuq94Zg_8,7
GQDXSjAooNA,j9j1Mw56Ggk,31
j3loxu4MG8c,4aBLexz01x4,1000
gQ9sME6Nqvg,rL7oVDXKz3c,2
ZOqjheH5P6g,V5pOy4F1GbA,1000
N8Gq1CPNm6I,hauufg5_hWU,1000
HTxrB80tuzs,ELDzBXgGM_I,38
SxvjfzyOh_M,RRaDQaxewDw,1000
FWCF6VIo71g,p0N7W2_1WOo,1000
hTsiIEaeqgo,cjzX6F6DmQA,19
fWjUkeo2Vjc,7DBXWcBnwik,8
weo7eCtghy0,IWdHHHCkN7Y,52
Evu9cYezltE,X8FVbtGSk1U,29
wOwrAnzmmmM,Udt4wN9id-Y,1000
hzTZSghDfh0,nKDkXOOHG34,11
BWbl4vQLfr4,ShEkFsKL2BI,58
TKQrpaLXvSk,QvBMP2XeWMI,31
PHhm5veKnfk,jzFf3DkFcWs,5
rnt4b1myOVY,rRvKODfqOLs,9
jez-dtD1CXc,qQ5nVGL6eCY,6
ZCfPKK-55hM,KCKcvmiz088,1000
Sp6iaEQssRE,ayiooMiVlfQ,26
ERsohg9e7RI,d9vUCj72ICw,1000
JO0okU6o4W0,YmlrGsSAXas,55
ch_m4kr7cZw,8JQcIu6EZb4,1000
j3loxu4MG8c,-qhFy7KRXPM,63
UFnYunnW8zM,M1yR6FwQxVU,22
tTbnxXfMRec,hiDoFltfswk,58
gJGvuhZsWVo,IR7zyA7Ggg4,1000
FpzYA-cyfKM,bc4-VTFJC1g,1000
xxHsvJDxeTw,lKFoSQcsZk0,12
UBekjuHf-Hk,fpChNJbILZM,27
TILf4-znqk0,mGCIXQzgC98,28
p_HQqHLdjvQ,HD7r9g0oGng,8
_KXK1hdQgH8,uX81lMev6_o,3
e2k0h6tPvGc,nyoXXVIlo6o,28
IDdQ0i6vpBU,Zkqsu7uqJx8,3
tUoBw3ajjyM,8Pjjxx5B5DQ,9
OSeSQI16ZE0,MrZR8YXM-gU,51
hOOPoOJWkx0,OXmnx29t1Lo,1000
93xddgOkOjQ,YxiRxlRtZAY,39
VQPPdDHsKbg,vbzee8qcEyU,55
JuzmHt0ux5k,pwst8EZXjfc,57
tWvcdO1Sdlk,5IlVjU3msGE,1000
Dd-bhIdABdg,puik8l6uic4,30
_6tL1mkdNP8,Hmp65dZgGgk,36
DRRAMJrumVw,l9lFyByVaLU,38
pG4qhbJ0_IQ,fat9k3j2MqE,22
OR1kxYLYPeI,SpShK25U_VE,60
7PVuJGg82O8,EU_r5W1hwfA,39
te0u67PdPOY,z3pQBKoCfc4,1000
Wi978zxlods,5scpzvAmPqg,2
9cXSEDW6l0E,S0-A_cHG6tw,1000
7XQ6i4VSOHA,bJ5lGV3zD0k,1000
L0zmZfoXZbE,syq8NNFi4CU,4
2MCBxDOo2CY,iqb61QZt6mQ,9
HVZsSQZ010A,c3mfmnZ0LCI,24
1CzJjpqQDCA,uBBq_or0Clw,47
SEIX5MUR4xc,cLcbVc35fLc,1000
YktZkyx4wtM,mkFbf_q5Gkc,5
ah_Nlrop70M,a0r5SFwO80Q,8
KTLJiE1Le70,c4oC9tZFf1Y,1000
r43urfOKWXQ,3GqR_UBcBRA,28
SEsO4rYiAQ0,vBmrNTr1dHQ,36
lnDfcsz9lJA,7KXUZEfAOKM,49
RZH_2LG3Iw4,MjHAGYSzIDc,26
iGjQoLPVmAI,CdkU_wlqbaw,5
O3T2jApAPGo,Uyj6-u64aus,1000
PwIluSb5524,ntRoUyR5-Sg,37
sSh_Oc78A4o,_rHpnv61wL8,1000
wciwo4ShDOY,tQXMqQsPGw4,8
3SnTdqk7mQw,ILMjSI4PSrs,1000
f96SXE1R4GM,35ibmFmXM0c,1000
Z1BVVzZR8t0,bXCgovqqFwA,32
ZR8cS8iwk6I,P0ikPjxp-ME,37
eJxshxDvxwA,JdHDRfibtnQ,8
WsI7eNCVUJI,1G-KReCRudA,44
Dqc9Wm6hQQ0,oPjp3uhCW_A,31
DE-5xN_qCZE,b-avEA6PJ1M,37
RRpKYoNKVSQ,shMC3aIgT8k,38
gnpvEvuiFoQ,zL-lKik2cD0,12
RgFXicuLdr4,9hc3_u4O3xA,34
Nlc7IYhUGj4,l4rXxEn6gnU,1000
JY7d0eefKvg,Ya_KRfHED78,7
sAIJNedxTYc,imDoevnryqU,2
9Ydw_uG29wg,x8RoWoVCMQs,39
VHT22UnXHso,Jm3p0JHRMD8,1000
3ppkIeZE1wI,dmR9UyIKjnE,52
xsx-H_JIxZk,CP8y0Rfh1kY,55
SsqYzOk1tUQ,9SeNdpoC7E8,5
pEu1muGrREA,UNl7OOGC47w,6
x6_mfm55Sug,9ku1QmApv1Y,1000
Jf6tq73szTY,h3jriJk1tGA,41
N_DObIvJkL8,iCUHsFMdc4k,1000
2u30XzcQDaE,vN1OCrRrgVw,12
aCVxVix4ogs,2R3HhYSz2Dk,42
QJaWCJLNAR0,X0dXZIDjzMM,1000
TBEwbEdHfvA,Lw5eUv4XNIc,35
pg1XKSh53tA,mxPfdHRhNRs,1000
VW0OgGmODKk,LjTNRYsJFEQ,4
ET5EqJp7Ph8,hbLhFM-zRaU,41
MNSThBncZLc,dNN3JsUozAA,62
RjsGXioxPDo,2lTx5v_b5kc,1000
-0wZqhyavpo,NsteYt5CLXI,48
GQKS7TOQG8I,2IhZhMLIxCk,12
XLYuqLVa19c,WtmcMpFQPRc,31
iHO5ZZZK2K4,ec7L9HkqiJo,1000
ddnq9LCTpWc,z9RIi29RNnY,5
juy_EFVDFac,7xdEtewKEUI,6
YAqT7NaQ2G4,iNGhGA2Audw,1000
_zWgtYshgPw,WvVuCGgCvwY,44
WBsKagRC1gY,X-EvSJeTkg4,39
nWh8RKhM25I,adlNgJrwuqU,37
p9ghwPkuKy4,G51qN95dYhQ,50
idPFHEdp-Qo,6q1bu2Zn7mQ,26
U7iTWI4epMI,fa_HPk7t-kc,19
QraBUXNsmWs,aOp1iuEPkro,36
KjDML-hhJ58,SJ3te8Ow_QE,1000
v7BzM5mxN5U,9xzsuFhVJgc,1000
Ax03KKq-laQ,9QYklbeXZAw,26
Ats8_ROfv1k,Sb19O6s590Y,43
pFBGJpAUMzE,j0-7OXIc1Y4,43
k02QKqLrujU,wmEoWfAL1yY,56
d28GUvv6j3M,vT6sIsKzKLs,44
Rjq6uoyAh9Y,PfpBOy0zXjo,14
dKuGh9yIyIo,InCCdi3CePY,35
oCpCtdECgYM,UWUT-k0aJKE,6
wB87CD5uW7w,co378NvB8v8,16
R1LNoY3FafE,TOX07LZTHnw,44
uCa4n6VBxxc,t5DtSyGWMXU,48
KnqsjJJ5mVE,9qTkO-MCL8o,37
qbw86vjy1eU,FqvehcZN0Cg,11
03AonkaRqFA,lwmpdFJijn8,22
8LmJP9Daf94,UFuKDW5UwDk,1000
7UNpR3OflGw,ktYKFJBw0o0,20
QombaE87fyA,lyY_g3dAdJQ,1000
xy_1DJVowwk,7sGdG-VSHnM,15
pIFfn9Bl1-0,ApSBG0TntTU,4
YCND1antvkM,Zut448RdfTI,1000
aeeR4Vnvs8U,ageSFoitSFs,38
DGqnyOzVPeQ,gA2_UvhH7dM,1000
JXHqhlVs9nM,c1at62EjlgI,1000
glMfsJ4V-Ag,pyOWJHTseRA,5
cjdtWiOZ28o,r_9ftnHlY8g,11
VHT22UnXHso,76di2le9_1k,41
R3FsG9L1QEM,_kAtUGXMMo8,20
Bp7KsjkPLzA,qUyvvw2I9RY,44
scXqmgTguvA,8EuhouYQYXk,15
MkPRjGY5GmE,Rr0Z7l-B8EA,16
kApeHZowxqs,ujp-djnJILg,1000
_vyxR0bm5ZA,-61z_EC8AeI,4
8avOiTUcD4Y,M2O6P8Dn4hM,1000
V4DMGyu3FtQ,Xd4dty0RBfs,1000
4l709gnI-lk,UD3XQieU4hs,45
PwxtEdU8vxY,fS1YWvubDIk,5
kyhHSXA-meU,qWsmXzvtFwc,1000
Tt4tRdhmK2I,0uQZG-oEiV0,30
5MooE3RQgY4,tX77f9SfnuU,1000
yTrG2OETxD0,Qtpb1oqt4Ck,52
iSnQZaCuq6Y,q73qvlhHt7s,16
UwA_1GyCd2Q,6GbIjNcOo-Y,19
-RrsSsu-fDM,DIMFGe_e6mE,1000
mrJ9hrAAeIU,DzoVp7TdI3w,35
RVub4Q4DNMU,xO-7CaYBp3M,6
rDpTVjwPqwQ,EPEY6Slps48,57
iIy_fJsb8Lc,d-VuYPLwYJY,1000
V7apI6KGlac,M8oCPztL_xw,1000
5C7v5vwSvIc,WsOJuU5VdTI,28
GCgjFJvvdNM,20a_5PMVEgY,8
GtgUa7y7_ec,dpxe0T9-GoQ,44
2HrHElsHRyw,Yd1HU2rr5g4,1000
0YvP4CYB6uY,Y9NYttlrXU8,15
9ii7N0Vdr-M,2-rrFe3FWK0,8
TVfTBGqk72k,lamPRedq9Yw,7
LDg58aX9Gmw,UGf9Hc-KpAA,5
hJqu_x_mEro,cCax0gzPigk,1000
uPmAax-DD8s,MQL8JlDUYvI,29
oun_UGzsN80,zETUn8GTqRU,60
QVTczsrD3wg,HLCSXr2qJC4,7
I4EHEmF_R68,Pezame-4p1k,1000
1tUDzOp10pk,E-WosQFkWXs,52
IVyKCj9YFOk,OXmnx29t1Lo,1000
fhsrjv_Y27I,AEAUfjpzjdE,52
RkdihGX7iWM,C7Ojq7AbKg4,28
rKegRwVfigw,dbcRVrdYMVc,47
1GcUJaKKqZc,isj7rcTHZwM,61
gRqA0FGkB7A,gKNdJ7q6g-Y,36
Hv63TOthbtM,PfZfwbF0Bfo,38
v0vhTYeB5KA,KX7_mKRZf_M,25
I-TUQAjbDZQ,BdN6704GcH8,57
mHJY4QDWqtM,NsteYt5CLXI,37
lqC47bubQJA,Esi7AFhBr0I,6
H36zDbMiH1U,IrYw8RK4KH4,54
WY6RXWnLWHA,gnP0msDaVgI,55
n1GJUx8y51Q,gA2_UvhH7dM,1000
1-eHNY2qZQE,OH70d2lOsu4,8
99mJTXPhQmY,d58XmfwnA3U,40
aEKqU1fkYCI,x3wewwHOvwk,40
Dcl2hv-jHvY,5GJD8uHLtKY,44
nO1qcjU-pbw,nXTcUHnl6MQ,41
d4xpK10KHGg,rvi0fZhRnuw,7
gcaJ0Tb5XCI,xGO8YDZwDzQ,35
I6KrKJ6lWbA,MiLz9FbRstk,1000
ohJQq4bg3JQ,9wOcQr-2-pE,12
GgG-Dt3aPdM,l_AOrfCqTX4,9
eOxjNnzjyic,KxsXmwZrQ3k,4
YYuHzu5QNi0,zA1hyqA6UTY,31
PSWLKQMN34Y,eGh-NM3NuRk,1000
3p6oKbHVXZE,mGCIXQzgC98,33
kADYeWx3mEU,2qZMuBf2mbA,57
cJ2jsNIRnh8,y4RCz5nZz6I,2
SzYvrQW96dU,FJA_H1glUlI,16
w3mGWQIpdfE,WkxKod54ztY,53
2YonCCE0ZYM,_oLCbns4cRk,1000
jXaBJ96X8Y4,jP3IMrpfPF4,43
_8jM9R-1yRk,RCUvLk7rlow,61
TyT3QgwX5wQ,TblTBzYOeow,37
46wakJ8oggM,xeKg8jKu8dQ,31
ZhrS4-gNj7U,yL2faZW8Htc,51
i5dH3rx2aYo,i4FH9oH67KI,1000
w9gpwpgcT7k,iGF4dxNym80,40
gZMGamvE7C4,MrOcxX9G3rs,1000
hgz_vgtJS-E,T-CBH-KW7zw,1000
aIl_m9Q8i-M,YqXX00Ulugg,23
YtFQ_e3ESNM,B4v2WzMqkDc,10
HRg8-z6US3M,PWgv_Q825Bo,5
JuzmHt0ux5k,QUYlZC8yE4M,23
NWNSk-cINro,HR7MAi3Bngw,10
MSHCCdpJuwI,Ml2EzI8Curk,28
4g8FE6mxJqc,GTYqZcZ62xk,28
PqlpX0O6ZPk,TVhA1tSmXck,34
17rRGsTHLkI,A0KepUZL7EY,26
AyDoCjjW1Tw,sxrlM_m-u9Q,45
QxGoDaZRUuk,Wp_K8prLfso,43
oe4Ack_1DrY,IZ9dUWS6h-8,1000
W8luDfN9jwc,Q_DNZXASa4w,34
atFLsl2vJFE,5KlXKWGwgmw,49
gGSwve_BU9I,1GLsKwsZ4Mc,8
mXiqmW3ayC0,MSd44vgWds4,18
aZprLkcfA88,YsPfP4Omkl8,1000
VHDdcitVl8E,i5QtZZEa_u0,1000
AdqgSBqGTno,CZo89Xz6OA0,33
RmGFrp5Kjnc,1U9jA6GmUWA,8
QLigKnmSzu4,fKbAEmvZyKQ,8
HKwR4bUFZQg,v8yhvB0Xg6E,1000
3xYEYkmngyY,Hk3nr4bUGI4,44
MxoFfX76YGI,s-e_0PljNks,13
WJlbtUmsM8M,cN1yBHqkHp0,2
S49Rh159_a0,UQJq-jaDy_o,1000
A75Uvzc8pEU,fCoFeJQq7IU,46
LOlL9PwjW3M,wsXI7bGy8Q4,32
I9RICvWeqCc,QzjCc_hj0S4,1000
C7qnMitnDSY,UR3JlDqgmUM,1000
hGl341hua1E,ARZg6nuWNqA,4
oKUvsJN3SAU,YmjVgqZ21tU,28
waJFp6ayvuU,WFjYvogLVSQ,21
cAOFPSY4H20,aVIiibhj_q8,52
vuUiYEKptAU,DzoVp7TdI3w,40
6IQBbE14MNw,1E2yYBfIUCY,6
5nMrCr3Esns,JCBrt9WsHTk,34
ckLpYNjDRr8,TYcWXVo4VKA,60
3hMMiKMkog8,JVew_SKpjL0,52
4jfxp0Ye0pg,0Uu1olHp7Z8,14
so3KdojvdbQ,TCgOt58fDss,1000
CJGtnPg6LlM,AT23dyKN6gQ,26
VuZLUixT8ps,O1tYRf3Zxck,66
JuzmHt0ux5k,i77Uxzu7pr0,35
F_TA_XJSaiQ,9O6ZpSj2GCY,43
d4XJ8akpkyk,ErgUrfllnpM,8
ce3wcdxcxgM,glk3kcl7Mdk,25
qEYkqYsJCao,erFyNuamfTU,35
w8oGB-razpw,iA130_nu988,16
QyRZVHl8XQA,xEvqV3CuK54,2
b-bHMS09TrU,QioevabCXug,2
7AIZMafPico,OsFCLSEozdc,47
wW93tuZC7Tg,GdDABn1v-jA,1000
Edy-F5-2HME,_fYeH5Z8BdY,15
6acfDqOLZZg,sZpDqFmsqMg,1000
N26kgk9nPXk,jeYbB_xC3fk,1000
QNyptQGte90,3pCPzooL9Jg,3
KfXLVRhjrqY,lSybvRV0N0g,10
wbaUM7sS9Wc,FgwXXoBhuhc,1000
41m8Qhlvkyg,4KP_Dw7nTzM,57
qvPkx3wCiUM,RxmYUOVMbxM,8
gImN3CZK8gE,FtdDhM-6qB8,7
qu_RHetxwic,pJ3RcV0pqXY,1000
t5vQWoWy6YA,8V2FYqQAAFc,1000
Y-mt_oHl5w0,b5rVOXhSJAI,9
1u7wHvkvzN4,kX8oYoYy2Gc,14
om0Aiqbe9qE,R4ZLsgI5CNk,43
uYt908cxHWY,WJlbtUmsM8M,4
akGGkb8mD40,a9c_2gul7_A,34
R19Yu1OnMyw,glMfsJ4V-Ag,7
cnjaqufA6ZA,oFs4YzfC4-Y,8
Z1BVVzZR8t0,lb8Arq5AkoQ,3
nBiboFn9O3E,LSAvL-mSGZU,51
cFpVGWA2IlU,L60wE8NuWVU,1000
BkQDefNKHLc,Y6DOXHdw5LY,4
CDhQTKXLMVw,7bDdE1LwVPo,18
lWJ0Zpah688,KRHfMQqSHpk,10
2C5XuylNFLo,1nyIoh0q_Hw,50
8OwphHrXySs,PEGl_zN4Ybs,35
ySxk4DEn8Ao,iA-1BwLF6mw,43
ApEDC_gHBc0,CmGoUfBxUvY,1000
_lW-WduSEbI,ykEKhSJhheU,16
6YOS2UrUOCQ,3_ii-lNqR-k,1
Vz3uziEZojc,fNCv-AxGKt8,8
TXRAxRhwo0Y,iwJGHsb97Yg,1000
2YdNIy5s5HQ,1I_9NTL5u0U,20
nnz0Jhh8wZo,z3Ezyu-_Zi0,45
mI50fFhUMis,tQmW4BGEcxQ,54
OlMhAAge7yI,bYQ8aEBNgSc,38
11eX68-90sU,jrUk9YCl0jM,1000
R7owtLjEako,jDd1Ulm2fOw,36
11eX68-90sU,xE0ER1RfL1U,35
YYDL1SqX-SY,1oVSnCQTvi4,1000
RHTAT_UPm18,yvfeKi_Qwsk,1000
XPasXFOmiM8,9FfmulzxSAk,8
MltC1BIiVZI,Cirr3oIMWvw,6
HM3_3jmII7I,tWcvEVwpYEo,53
Vy2yiwOaLK4,7_W7d9LNNns,1000
PXobdHXlEao,F2mWerg2gc4,8
enzcIZMNiIw,boB1or-DhP0,1000
b1rhMGmjX5k,JUuF6YOf6xk,34
aAVH3EanqNE,_W-vVGg_1Ts,45
flVOMQndtVI,mt5Vmel6aVo,1000
fz8rNSdjwgU,hWrpZV8N33E,64
l9VKkFcSPPs,k5nHgKCzILM,1000
oDCSenbLgBo,gMGxFcZzDOM,11
-zdflLok42w,PYtz1UjCW2U,29
Q7WxCkaJ--k,FvmFk60_Mqg,30
Ks-MBtZXpjY,paWgzJmafec,27
l68g8VehYY4,gPZNCFHJg7A,52
qZyKs956oaY,p0jAKDOXMQY,22
TjQRMzRPQ_Q,kHwuYTtYb6M,39
6Z2Dl-W2sk0,Q0D9RR3LSJE,8
NXFtOoX4imQ,UhQUqwK1Ecg,24
2C6IGQ_135Y,22EcoM0kqYg,16
A2EWPzjEis8,Th01MillzEc,1000
y93OWNuqYBg,LsagmnkiVlA,11
ETAPSM2jv9U,69b-wGe8uio,49
M6jFVLWAzOk,cMCorshpuUA,29
GKrqZI9akDI,XiGMf8KRkNc,52
